text_a1,binary_annotation_a1,binary_annotation_a2,binary_annotation_a3
# ImagendelDía 📸 | El delfín de Héctor o de cabeza blanca es el integrante más pequeño de toda la familia de especies de su tipo . https://t.co/nvoVQdqMb9,0,1,1
"😮 Si los lados de un triángulo miden “ a ” , “ b ” y “ c ” , y s = ( a + b + c)/2 , entonces su área se puede determinar como √(s(s – a)(s – b)(s – c ) ) .",0,0,0
"# CienciasdelaTierra | ¿ Sólo una roca ? Se utilizan para el área de construcción , pero también para la farmacéutica , la metalurgia , la minera e incluso la electrónica . 🪨 
 ¡ Entérate para todo lo que se usan ! # LaCienciaentuVida 
 👉   https://t.co/FAeILZrxzy https://t.co/60HSGrrU9a",0,0,0
"El mundo ya ha pasado por otras # epidemias , por ejemplo la del ébola : ¿ Cómo ha sido la respuesta y las consecuencias ? ¿ Que medidas podemos rescatar? ➡ ️ https://t.co/vGH0Z7sa52 https://t.co/OZO7DQYqDp",0,0,1
"Los telescopios menos poderosos como el telescopio espacial Spitzer descubren moléculas interesantes como las precursoras de la vida en la nebulosa de Perseo , ahora el Webb analizará el sitio con mayor detalle . La astrofísica es internacional , se colabora.(G.Pérez Díaz ( IAC ) ) https://t.co/HuInnvs5U7",0,1,1
"Según la OMS , cada año mueren 700 mil personas de infecciones por bacterias resistentes en el mundo 🦠 
 Esta semana únete a # SaludenUniversum https://t.co/t8qdifzKcs 
 https://t.co/2u9NE4k7Y2",0,0,0
"¿ Cómo pelea por tu vida tu sistema inmune ? 
 https://t.co/D0LPXLEMMg 
 # DivulgaCiencia https://t.co/Hm7DZNUYzZ",1,1,1
"Se han descubierto restos fósiles de un tiburón con patas , que existió hace 43 millones de años . Medía 3 metros de largo . Dada su ferocidad se ha buatizado con el nombre del dios egipcio Anubis . ( Live Science ) https://t.co/VdLfd1vR8f",0,0,1
"Última infografía de la serie de Orbitales Atómicos , El Orbital Híbrido , de mucha importancia para la Biología , Bioquímica y Química Orgánica . https://t.co/UHsTf3iMg0",0,0,0
"Cayó un cable y daño el radio telescopio de Arecibo en Puerto Rico . Con este instrumento se han determinado con precisión distancias a los planetas , enviado señales a posibles civilizaciones extraterrestres . Varios de los usuarios han sido galardonados con Premios Nobel . https://t.co/ToP3hrNGE2",0,0,0
"La estrella Betelguese , una de las más brillantes del cielo comenzó a disminuir de brillo en 2019 , para febrero de este año había perdido 2/3 partes de su intensidad . Tuvo una emanación de gases que al condensarse se convirtieron en polvo que la opacó . ( The Guardian ) https://t.co/EiULWGLoS6",0,0,1
"Ya está listo otro Quanto de ciencia para niños que explica porqué la Luna siempre le da la misma cara a la Tierra . 
 https://t.co/aW26wMk7cZ https://t.co/YRsaMcS72E",0,1,0
"¡ Gracias por compartir , @PedroT_racing ! Puede ser una respuesta defensiva ante un estímulo que percibió como amenaza . Pertenece a la familia # Pholcidae . No son consideradas de importancia médica # NIM ✅ Saludos https://t.co/j6tvxe1bmd",0,0,0
"SISMOS que se repiten en las mismas fechas . NO TE ALARMES . Te damos la explicación en : https://t.co/u9gMONtTl8 
 # lasmejoreshistoriasdeciencia",0,0,0
"Para finales del siglo XIX , las tarjetas perforadas se usaban como medio para guardar información . 
 Esto da origen a la programación 👇 
 
 https://t.co/UccozUGlL8",0,0,1
"# Universo | Un día como hoy despegaba la misión # Apollo11 hacia la Luna . Esto es algo de lo que aprendimos de esta hazaña . 🚀 🌒 
 https://t.co/qNsvNHQ8wM",0,0,0
"Este es el sitio probable donde alunizará la sonda Artemisa . ( NASA , ESO ) https://t.co/CzkaYXTxD5",0,0,0
Crece la evidencia de que el satélite Encelado de Saturno que ha analizado la sonda Cassini de la NASA tiene las condiciones necesarias para albergar vida en el extenso mar que se encuentra debajo de la supericie congelada . https://t.co/bTwBxix4i0,0,0,1
"La tabla periódica de los elementos químicos ⚗ ️ 🧪 fue creada para intentar ordenar , según sus similitudes , a los elementos químicos . 

 Conoce más sobre la forma en la que fue concebida y cómo está ordenada en nuestro artículo 👉 👉 👉 https://t.co/BdCB7s7wjr 

 # CienciaAMC # AITP2019 https://t.co/68rkGEYMpG",0,0,0
"El 2 de febrero , un día antes del lanzamiento del lote de satélites , una eyección de masa coronal del Sol impactó la Tierra . Por sí misma no fue de gran relevancia , pero ocasionó una tormenta geomagnética . De acuerdo con SpaceX , la tormenta   incrementó la resistencia atmosférica .",0,0,0
"⚠ ️ ¡ No te automediques ! ⚠ ️ Las superbacterias 🦠 💪 son cepas de bacterias 🧫 que son resistentes a un gran número de antibióticos . 🔬 . 

 El abuso y el mal uso de los antibióticos 💊 contribuyen a crear bacterias resistentes a los medicamentos . 😞 https://t.co/4wIKlaYoJo",0,0,1
"¡ Hola , @WaltKlm ! Gracias por compartir . Pertenece a la familia # Araneidae , género # Micrathena . No son consideradas de importancia médica # NIM ✅ Se les conoce como arañas tejedoras espinosas . Saludos https://t.co/WG0qeLxihg",0,0,1
"# AmbienteyNaturaleza | El huracán # AGATHA afecta Oaxaca . ¿ De qué depende que estos fenómenos tengan más fuerza ? 
 https://t.co/jUZtWsuOsq",0,0,1
"🤟 Hypatia ( 370 - 415 ) , fue una mujer griega , hija del filósofo y matemático Teón . Se hizo célebre por su saber , por su elocuencia y su belleza .",0,0,1
"¿ Se puede morir de sueño ? 😫 

 La ciencia ha probado que las ratas que son privadas del sueño mueren entre los once y los treinta y dos días ; los perros mueren al cabo de dos semanas . https://t.co/RjRJM8ZVL1",0,0,1
"Escuche / descargue 20/10/12 Miniuniversos Fractales en Pozos Negros . El Explicador . Programa . en https://t.co/aps3voGOfT Suscríbase al canal . Agradecemos su interés , comentarios , preguntas , apoyo y por compartir . Gracias por su apoyo al https://t.co/7g4bTfgHQm y Patreon .",0,0,0
"Escuche / descargue 20/07/28 Encuentro en el Cinturón de Asteroides . El Explicador . Cápsula . en https://t.co/aps3voGOfT Suscríbase al canal . Agradecemos su interés , comentarios , preguntas , apoyo y por compartir . Gracias por su apoyo al https://t.co/7g4bTfgHQm y Patreon .",0,0,1
Mosca soldado negra : eslabón perdido en la cadena de revalorización de residuos orgánicos https://t.co/QVLT30l1LR,0,1,1
"¡ Un incendio forestal casi se lleva a HAWC ( observatorio de rayos gamma ) ! 

 El incendio inició el 20 de febrero y consumió más de 200 hectáreas del Parque Nacional Pico de Orizaba ( México ) . Además de consumir árboles y pastizales el fuego perjudicó a la astronomía ( ver imagen ) ... https://t.co/LfHNKgTBl8",0,1,0
"4 . ¿ Por qué los perros se huelen el trasero ? 
 Aunque parezca extraño , esta es la forma socialmente aceptada y correcta entre ellos de decir : ¡ Hola , mucho gusto ! Sólo con olerse pueden conocer muy bien a su nuevo amigo . https://t.co/FC0nxbU7Ri",0,1,1
"👉 Después de 30 años de planeamiento , construcción y pruebas , el Telescopio Espacial James Webb fue lanzado en diciembre 2021 . La ejecución exitosa del funcionamiento culminó con la publicación de varias imágenes impresionantes . ¿ Ya las viste ? 
 👉 Nos vemos en FB / astronomiaunam https://t.co/23JsMI3PdZ",0,0,0
📐 Euclides fue el primer matemático que estableció un método riguroso de demostración geométrica .,0,0,0
"La astronauta Jessica Watkins asegura que "" poner cualquier alimento en uma tortilla lo hace 10% más delicioso "" . 

 Las tortillas llegaron a la Estación Espacial por primera vez en 1985 gracias al astronauta mexicano Neri Vela , y ahora son imprescindibles en la dieta de astronautas https://t.co/D44YwS3AKF",0,1,1
"¡ Hola , @ana9998 ! No es precisamente una araña sino su exuvia o exoesqueleto . Al crecer , las arañas tienen que cambiar de "" piel "" debido a que les queda chica . A este proceso se le conoce como ecdisis . Al parecer no se trataba de una especie considerada de importancia médica # NIM ✅ https://t.co/vHvh8K1QMg",1,1,1
"🥑 Las grasas saludables ayudan a nuestro cuerpo a absorber vitaminas . 

 Además , aportan energía para los músculos del corazón y disminuyen los valores de triglicéridos . https://t.co/h1TJfEVKlx",0,0,1
"# ImagendelDía 📸 | Colibrí pico largo . Se encuentra en el sur de México hasta Panamá , y en Brasil y Trinidad . Se reproducen en EEUU , Canadá y pasan el invierno en México y parte de Centroamérica . https://t.co/yKZUeLuJRj",0,0,1
"🌀 ¿ La NASA confirma la existencia de un universo paralelo ? 
 👉 La Dra. Gloria Delgado nos platica sobre esta noticia . 
 🎙 Escucha el podcast a partir del minuto 41:50 de @RadioUNAM en # ObservatorioAstronómico 
 👉 https://t.co/19B9PKuEM2 https://t.co/lN0ighH9Kn",0,0,1
"Un día como hoy pero de 1961 , Yuri Gagarin se convertía en el primer ser   humano en completar una órbita al planeta Tierra . 

 # YuriGagarin # YurisNight https://t.co/QAqQpdRuxD",0,0,0
🤟 Propiedad de logaritmos : log AB = log A + log B.,0,0,0
"Escuche / descargue ( MP3 ) 21/04/22 El Origen del Titanio . Gracias por su apoyo a El Explicador : Patreon https://t.co/leMX8fIBDW , PayPal   elexplicadorpatrocinio@gmail.com , https://t.co/jivnRwnynT , https://t.co/6kLW6GIka7 Suscríbase ! !",0,0,0
"El tamaño y la composición de un copo de nieve dependen de cuántos cristales de hielo se agrupen para formarlo . Esto vendrá determinado por la temperatura y la humedad relativa del aire . 

 Si te gustó recuerda interactuar con esta publicación y seguirme para más 🫶",0,0,0
"¿ Cómo hacer dieta ? ¿ Cómo elegir un plan de ejercicios ? ¿ Qué dice la ciencia sobre adelgazar ? https://t.co/MY35w0Jkxl 
 ¡ Nuevo video ! https://t.co/dSxNJN5BmK",0,0,0
"Te contamos cómo podría hacerse , sus complicaciones y posibles escenarios de la cabeza 😳 
 # trasplante # Ciencia # cerebro # cuerpo # trasplantedecabeza",0,0,0
# ImanagendelDía 📸 | Una hembra de langosta Panulirus argus produce entre 250 mil y un millón de huevos por desove . Las hembras desovan dos o tres veces al año . https://t.co/wmB3GCcZwz,0,0,1
"# ImagendelDía 📸 | En condiciones normales , a 20 grados centígrados , al 50% de humedad y a nivel del mar , el sonido se desplaza en el aire a unos 340 metros por segundo , es decir , 1.235 kilómetros por hora . La barrera del sonido se rompe al exceder dicha velocidad . https://t.co/tVOe1avhRw",0,0,0
"TITÁN ( Acompañante lunar de Saturno🪐 ) 

 Es el ÚNICO cuerpo planetario junto con la Tierra con líquido estable en su superficie . 

 ¡ Sus lagos alcanzan hasta 100 metros de profundidad ! https://t.co/eaLvEjyEB2",0,1,0
"¡ Los meses de marzo a mayo serán de Venus ! 

 Como habrás notado , el planeta Venus ya es visible al atardecer . Conforme pasen los meses la distanci angular entre el Sol y Venus seguirá aumentando . El 26 de mayo el planeta alcanzará su máxima elongación ( 43 ° aprox. ) . https://t.co/t1pSq9IEfB",0,1,1
"La infestación de lirio acuático 🪷 origina problemas ambientales , económicos y de salud . 

 ✅ En esta # CharlasConAutores el doctor José Antonio Martínez nos mostrará métodos para procesar esta planta . 

 📢 Sigue la transmisión por Twitter o Youtube : https://t.co/9Gbrs7uqQ6 https://t.co/BBFZkT2mNK",0,0,1
"¿ CÓMO VES ? Los humanos combatimos las infecciones bacterianas con antibióticos . Las bacterias contraatacan desarrollando estrategias de resistencia . Es una carrera armamentista que no podemos perder . 
 No te pierdas este artículo de cortesía en mayo . https://t.co/Q1bWZcGjRi https://t.co/EdoXAcW1vi",1,1,1
"😎 La sumatoria con "" i "" variando desde 1 hasta "" n "" de "" i "" equivale a ( n² + n)/2 .",0,0,0
"Una vez que el Webb esté en L2 tardará unos 3 meses en alinear sus instrumentos , con una precisión de una millonésima del diámetro de un cabello humano , de tal suerte que se concentre la mayor parte de la luz de una estrella en un solo punto ; que esté enfocada la imagen . ( NASA ) https://t.co/idFZ8KfMNu",0,1,1
"¡ Gracias por compartir , @flancondulc3 ! Se trata de una integrante del género # Scytodes probablemente . Se les conoce como arañas escupidoras o tigre . No son consideradas de importancia médica # NIM ✅ Son buenas cazando a otras arañas . Saludos https://t.co/arjTMER70i",0,0,1
""" La simetría se encuentra hoy en el corazón mismo de la física teórica . El lenguaje cotidiano se ha plagado de expresiones extravagantes como “ partícula supersimétrica ” , “ rompimiento espontáneo de la simetría ” o “ simetría asociada a la conservación ” "" 
 https://t.co/sG7YQsI79O https://t.co/AO69MIweSx",0,0,1
# ImagendelDía 📸 | Las langostas tienen hábitos nocturnos . Durante el día permanecen ocultas en sus refugios y por la noche salen a buscar alimento . https://t.co/5RffnGyYuu,0,0,0
La cola magnética de la Tierra afecta a la Luna @@Gaceta_UNAM https://t.co/R1x9dXGjln,1,1,1
"Exclusivo para Patreones en https://t.co/leMX8fr0Mo : 
 Escuche / descargue ( MP3 ) Vacunas Cibernéticas 2023/03/16 . 
 Escuche / descargue ( MP3 ) Combustibles Nanotecnológicos 2023/03/17 .",0,1,0
"¿ Y cómo está eso de que sus genes están en nuestro ADN ? 
 Cuando un virus infecta , parte de su ADN se queda dentro de nuestras células y este puede integrarse al nuestro . Mientras no cause una mutación puede permanecer ahí y si se trata de una célula que forma óvulos o",0,0,1
"Hoy se celebra el # DíadelChocolate en honor de Roald Dahl , autor de "" Charlie y la fábrica de chocolates "" y de Milton Hershey , fundador de la compañía chocolatera que lleva su nombre , ambos nacieron # UnDíaComoHoy . 

 Conoce más del chocolate y el cacao 👉 https://t.co/0Utd3TbX70 https://t.co/VyL5zZYCfe",0,0,1
"El radio telescopio más grande del mundo mide 500 metros de diámetro . Está en China , se llama Tianyan : Ojo del cielo . Analiza los objetos que transitan en su dirección desde la bóveda celeste . Se empleará para analizar las moléculas del medio interestelar . ( Universe Today ) https://t.co/8TcC4XwBEX",0,1,1
"# ImagendelDía 📸 | El oso hormiguero pigmeo es una especie en peligro de extinción originaria de México , centro y Sudamérica . Los adultos pesan entre 450 y 550 g y su cuerpo mide entre 15 y 18 cm , con una cola de 18-20 cm . https://t.co/aRC1jyYgSQ",0,1,0
"La característica visual más notable de # Júpiter se está contrayendo 😳 
 ¿ Cómo se formó y cuál es el significado de "" gran mancha "" ? 
 Aquí te decimos ➡ ️ https://t.co/wFHMZcEObR https://t.co/GTKVppq0jv",0,1,1
"🍯 Las abejas meliponas , nativas de Yucatán , son grandes productoras de miel 100% mexicana 🇲 🇽 

 ¡ # RedescubreLaCiencia y disfruta de esta colaboración con @FMVZUNAM ! https://t.co/V3B4qFVSGE",0,0,1
"EUROPA ( Luna de Júpiter ) 

 Se sospecha que un océano salado se encuentra debajo de su corteza helada . 

 En 2014 y 2016 , el telescopio Hubble detectó posibles columnas de agua saliendo de su superficie 🔭 . https://t.co/Dwpa2geOuN",0,0,1
"# Tecnología | ¡ Conoce el proceso de producción de la bebida burbujeante y deliciosa : la champaña ! 🥂 
 https://t.co/y7rk6tPMMl",0,0,0
"El telescopio Webb estudiará la galaxia espiral NGC 1566 . En las regiones externas están las estrallas más recientes , azules , en el centro más antiguas , amarillas y naranjas . Las secciones oscuras son ricas en polvo que brillaran en el infrarrojo . ( Dark Energy Survey / Aura / CTIO ) https://t.co/WpOSNdwNlA",0,1,0
"Esta es la ubicación de las sondas Voyager 1 y 2 , el viaje al infinito continúa https://t.co/nVR5I1D3Er",0,1,0
"¿ Sabías que el planeta Urano estuvo a punto de llamarse ... "" Jorge "" ? En serio . 
 Un 13 de marzo pero de 1781 , el astrónomo inglés William Herschel apuntó su telescopio hacia la constelación de Géminis y encontró un objeto particular , que parecía moverse sobre el fondo de estrellas .. https://t.co/nsBvgOeEAI",0,0,0
"Ya se están cultivando rábanos en la Estación Espacial , para dicha de los astronautas a los que les gustan . Es un logro extraordinario ya que es difícil consumir verduras frescas en el espacio y en las futuras misiones a la Luna . ( NASA ) https://t.co/tpoB6Xwc93",0,0,0
"Reduce el consumo de todo . Evita comprar cosas cosas que no necesites , especialmente si están empacadas y vienen de lejos . Prefiere cosas que estén producidas cerca de tí . 
 Prefiere una dieta balanceada , con bajo consumo de carne . 🥗",0,0,1
"¡ Espeluznante ! Esta es la imagen más reciente de los Pilares de la Creación , tomada por el James Webb en el infrarrojo medio , gracias a la cámara MIRI . 

 ¿ Por qué hay tanto polvo y tan pocas estrellas ? https://t.co/GqowiY6BFj",0,1,1
"# Tecnología | ¡ Descubre cómo la robótica mejora la tecnología solar ! Da clic aquí y conoce los robots para el seguimiento del Sol , dispositivos electrónicos que se mueven constantemente para capturar más energía ☀ ️ 
 https://t.co/3p7PEoNvr3",0,1,1
Se acaba de descubrir un minúsculo caballito de mar en Sudáfrica . ( Mother Nature ) https://t.co/kJbVNLG8Gi,0,0,0
"# ImágendelaSemana 📸 | ¿ Estrellas ? No , son hongos 🍄 Se trata del Astraeus hygrometricu , que crece en los suelos de zonas áridas . 👉 https://t.co/2D2o86WDTs https://t.co/b9ZUXBshw3",0,0,1
Ceres el mayor de los asteroides tuvo un mar salado y actividad volcánica . En la superficie se descubrió hielo gracias a la misión Dawn de la NASA . https://t.co/PL3hbgH1uX,0,0,0
"Se han descubierto estrellas mucho más ricas en carbono que el Sol , lo cual significa que sus planetas también lo serían , ya que se formaron de la misma nube de gas y polvo . ¡ Estos planetas podrían ser abundantes en diamantes ! 
 ( Universe Today ) https://t.co/ggMebNeU8B",0,1,0
"# UnDíaComoHoy , pero de 1856 nació Nikola Tesla ⚡ , uno de los ingenieros e inventores más famosos de la historia . 

 ¿ Conoces algunos de sus aportes ? 

 Te compartimos este artículo sobre creatividad en la ciencia y la tecnología 👉 https://t.co/DL0E6L8O63 https://t.co/PFe3jlNgKx",0,0,0
"# Salud | ¿ Te sientes saturado de tanta información ? Esto podría afectar tu capacidad para resolver problemas , tomar decisiones o controlar tus emociones o conducta . 🧠 
 https://t.co/hHAj22TVxn",0,0,1
"Existen sólo diferentes características físicas que se heredan , cambian con el entorno y se mezclan para dar origen a millones de maravillosas combinaciones que forman la increíble y hermosa diversidad humana . 
 
 ¡ Abracémosla ! 

 Más info en nuestro video : 
 https://t.co/mXYDLKpURu",0,0,1
"# CienciasdelaTierra | Se le llama "" criosfera "" a las áreas terrestres y marinas donde existe nieve o hielo . 🧊 La Antártida representa aproximadamente 90% . Lee más en # CienciaUNAM 
 https://t.co/ydLzgEI9Em",0,0,1
"Plutón es muy colorido . Los datos de color y las imágenes de alta resolución tomadas por la nave espacial robótica New Horizons durante su sobrevuelo en julio de 2015 se han combinado digitalmente para brindar una vista de color mejorada y asombrosa . 
 Crédito : @apod https://t.co/vVdrr7QmM0",0,0,0
"# Salud | En la nueva entrega de # ParásitosQueNosEnferman , alimentos y agua contaminada pueden causar una infección por un protozoario : el Cyclospora cayetanensis . 🥤 🦠 https://t.co/SwdYmsMRxE",0,0,1
"Aunque parezca increíble se descubrieron microbios dentro de lodos del fondo oceánico que vivieron hace 100 000 años ¡ y se pudieron revivir en el laboratorio , con nutrientes y agua ! 
 ( Science ) https://t.co/m7ACSt3Vjk",0,0,0
La NASA le pone fin al debate y explica de qué se trata el objeto que parece ser el “ esqueleto de una criatura prehistórica ”,0,1,1
"# DíaMundialDelPelirrojo # CómoVes 

 Menos del 2% de la población mundial son pelirrojos , encuentra la razón en las leyes de Mendel . 

 👉 https://t.co/3cUwMNpiVL 👈 https://t.co/9K9hgYhsAX",0,0,0
"# NuevoVideo | ¿ Qué tan verdes son las energías "" verdes "" ? 🤨 

 https://t.co/jmqW9b6Sil 

 # energy # greenenergy # energiaverde # energia",1,1,1
El artículo que probablemente inspiró el interés público por la hidroxicloroquina fue retirado por tener serios problemas en su metodología . Busque los detalles en : https://t.co/8gAJrgCZao,0,0,0
"La Nebulosa de la Mariposa ( NGC 6302 ) está formada por el material expulsado de las capas externas de una estrella próxima a agotar su combustible . Con una envergadura que cubre más de 3 años luz , NGC 6302 se encuentra a unos 4000 años luz de distancia , en dirección a la … https://t.co/oxnli6qsgs https://t.co/Nj2ubcqIF3",0,0,1
"# ImagendelDía 📸 | Clione limacina , mejor conocido como ángel del mar , es un molusco sin caparazón con “ alas ” que le permiten la movilidad . Se caracteriza por ser semitransparente y vivir en aguas templadas alrededor del mundo . https://t.co/xn3VB7Q5CZ",0,1,1
"Perseverance lo logró , ya se posó sobre la rocosa superficie marciana a pesar de la complejidad de la operación . Dentro de algunas semanas comenzaremos a sorprendernos con sus logros . ( NASA / JPL / Caltech ) https://t.co/P3iRgrrqCG",0,1,1
"# Tecnología | ¿ Tienes miedo de los sismos ? Te contamos sobre la tecnología que busca reducir estos miedos . 
 https://t.co/FfdHTTetAp",0,0,0
"# Salud |   ¡ Asómate a los asombrosos mecanismos de la vida intrauterina en nuestra infografía ! 🤰 
 https://t.co/dAIWg7WBYl",0,1,1
"🤔 ¿ Cuánto hemos aprendido de los virus a través de la veterinaria ? 🐷 🐵 🐶 🐱 

 Conéctate mañana a las 17:00 horas a nuestra sesión de # CharlasConAutores para platicar con tres expertos en el tema ⏩ https://t.co/kAS2oxNDAa 

 Más información sobre la charla ⏩ https://t.co/F9tVmvsORq https://t.co/3taQGrQBTh",0,0,0
"La Gran Mancha de Júpiter es una tormenta que ha estado sucediendo desde hace más de 300 años . 😱 

 ¡ # RedescubreLaCiencia con esta tormenta 1.3 veces más grande que la Tierra ! https://t.co/ZrwJq4EEi5",0,1,1
"¡ Un satélite de Starlink más brillante que Venus ! 😫 . El astrofotógrafo Sebastian Voltmer ( @SeVoSpace ) captó el momento en que un satélite Starlink incrementó su brillo súbitamente ( hasta en 8 mag ) durante unos instantes . Comparen su brillo con la estrella Regulus , de Leo . https://t.co/N6aLFQLDGo",0,0,1
"# UnDíaComoHoy nació Nettie Stevens 👩 ‍ 🔬 🔬 🧬 , la primera en describir las bases cromosómicas que determinan el sexo . 

 💠 Mira este artículo sobre la determinación del sexo en mamíferos : https://t.co/1d1mp6eJ9U 

 # MujeresenlaCiencia # CienciaAMC https://t.co/O80bDP7iUv",0,0,0
🤓 Al alemán Zacharías Dase ( 1824-1861 ) se le conoce como el más notable calculista mental de todos los tiempos . Determinó el valor de π a 200 decimales .,0,0,1
El Webb ya recorrió el 99.8% de la distancia que lo separa de L2 . Se desplaza a 200 m / s. ( NASA ) https://t.co/1ZMM3rsCsp,0,0,1
"El carbono , uno de los elementos fundamentales para la vida , se formó de al menos dos maneras : durante las reacciones termonucleares en el interior de las estrellas y por medio de colisiones de estrellas de neutrones . ( Getty Images ) https://t.co/PUVXbGOTQQ",0,0,0
"Hoy 29 de octubre ( una vez más ) es el # DiaInternacionalDelGato 😺 

 Aquí te van datos curiosos sobre los # gatos https://t.co/nnE4pgPow5",0,0,0
"👍 Euclides escribió al menos diez textos sobre matemáticas , pero solo cinco de ellos sobreviven . https://t.co/gUq1mTfUiS",0,0,1
¡ Despegue exitoso de la misión Artemis 1 con destino a la Luna ! https://t.co/XDiSF69U5D,0,0,0
"La toxicología resulta un apoyo relevante para entender la evolución de sustancias adictivas . Pero , ¿ cuál es su papel actual y cuáles sus posibilidades ? 
 Descúbrelo en @CaDistancia por -&gt ; https://t.co/AsqmvCEtiO https://t.co/gUw5hEXDq7",0,0,0
"Estos puntos donde la órbita de la Luna cruza la eclíptica se llaman nodos lunares . 
  Un eclipse ocurre cuando la luna está en o cerca de la eclíptica ( o sea , en uno de los nodos ) y ese nodo está en línea con la Tierra y el Sol .",0,0,1
"La # vaquita fue descubierta hace poco más de 60 años y se encuentra al borde de la extinción . 

 No te pierdas esta sesión de # CharlasConAutores con el doctor Armando Jaramillo . 

 Consulta nuestro número sobre mamíferos marinos en esta liga : https://t.co/Dg45igTC7h https://t.co/3OOkdqxTPz",0,0,0
"Las larvas de las abejas producen una sustancia que evita que las abejas cuidadoras duerman durante al noche , a fin de ser atentidas continuamente ¡ El equivalente de cafeína para humanos ! ( Scientific American ) https://t.co/vntQLT39k4",0,1,1
👉 Una ecuación trigonométrica es una expresión que tiene como incógnita valores angulares bajo los signos de funciones trigonométricas .,0,0,0
"El día de hoy publicamos la cápsula titulada "" Ultrasonido : Arma de Hackeo "" en nuestro canal de Youtube : https://t.co/T1ckgDPbiz Los invitamos a suscribirse en forma gratuita para recibir avisos de nuevas publicaciones .",0,0,1
"# MateriayEnergía | El @Livermore_Lab de Estados Unidos 🇺 🇸 informa que ha logrado la fusión nuclear generando más energía que la suministrada . Te explicamos de qué se trata esta energía y otro proyecto que trabaja en lograrlo 🔋 
 https://t.co/qLBtmFGacg",0,0,0
"La infestación por piojos no es nada nuevo , este peine de la Edad de Bronce tiene escrita una súplica a la deidad para no tener que soportar esos bichos.(Museo Israeli de Antigüedades ) https://t.co/vqsLIsoHpm",0,0,0
"Las boas constrictoras pueden tragar animales más grandes que sus cabezas , pero no son una amenaza para el mundo . https://t.co/PArGaIfasS",0,0,1
"# Salud | ¿ Sabías que los primeros condones se reutilizaban ? 😯 En Inglaterra se comenzaron a fabricar los primeros preservativos de látex . Escucha el nuevo episodio de # HayQuímicaentreNosotros y conoce la importancia del sexo seguro y responsable . 
 👉 https://t.co/SmvYJwGPmt https://t.co/ppxmLOk4X5",0,0,0
"# Salud| ¿ Tuviste una semana estresante ? Toma un té de azahar 🍵 mientras conoce más sobre su compuesto activo : hesperidina . 🫖 # diainternacionaldelte 
 https://t.co/M7iwsKXtn4",0,0,0
"¡ Hola , @jfarina23 ! Agradezco tu consulta . Pertenece a la familia # Theraphosidae , de la especie # Brachypelma emilia probablemente . No son consideradas de importancia médica # NIM ✅ Se encuentra protegida por leyes mexicanas debido al tráfico ilegal de especies . https://t.co/RrtYaRrDFX",0,0,0
"¿ De qué están hechas las estrellas ? 🌌 

 Cecilia Payne trabajó para saber la respuesta , y con ello rompió el paradigma de la composición del Universo . 

 Cecilia , además , luchó contra los prejuicios hacia las mujeres y por su reconocimiento en la ciencia . 

 # MujeresEnLaCiencia https://t.co/dQm8hpwAkj",0,0,0
"¿ Puede la población continuar con su estilo de vida sin dañar el medio ambiente ? 🤔 🤔 🤔 

 En este artículo Carlos Rolando Ríos nos da algunos principios para una sociedad sustentable con motivo del # DiaMundialDelMedioAmbiente   👉 👉 👉 https://t.co/KJBeW64TdK 

 # CienciaAMC https://t.co/kno05OJ26b",0,0,1
Fusión de una estrella de neutrones y agujero negro @@Gaceta_UNAM https://t.co/0DkiLKz4Cx,0,1,0
"This Charming Quark son los hermanos Valdivia juntos en un proyecto de divulgación , acidez   garantizada https://t.co/0hNneEMfpw https://t.co/FuBP89TOWt",0,1,0
"# AmbienteyNaturaleza | ¡ Las plantas pueden ser atacadas por alrededor de cien tipos diferentes de patógenos ! 🌿 ☘ ️ 
 https://t.co/7kewYcxIQO",0,0,0
"Acantilados cósmicos y un mar de estrellas . El James Webb revela estrellas bebés en la Nebulosa de Carina , donde la radiación ultravioleta y los vientos estelares dan forma a muros colosales de gas y polvo . https://t.co/NLZoc5xmTx",1,1,1
"La plataforma ResearchKit , permite a cualquier científico crear aplicaciones para iPhone que las personas pueden descargar para participar en investigaciones científicas desde la comodidad de su casa ➡ ️ https://t.co/0LzYAQlwSk https://t.co/5tFPo8nqCp",0,0,1
"# ImagendelDía 📸 | Aunque parecen perros , las hienas están más emparentadas con los gatos . A pesar de su mala fama , son unas expertas cazadoras hábiles e inteligentes . https://t.co/h3hiUzjcMP",0,0,0
"¡ Esta noche da play a # SpaceConCiencia 🎙 ️ ! 

 Descubre la # InteligenciaArtificial aplicada al estudio de la salud y la biología . 

 👉 https://t.co/Hjh9aoRyaU https://t.co/RWgCn9VJrm",0,0,1
"# ImagendelDía 📸 | Saturno V es el nombre de la serie de cohetes que usó el programa Apolo de la NASA . 13 de ellos fueron lanzados entre 1967 y 1973 . Además de enviar astronautas a la Luna , fue usado para lanzar la estación espacial Skylab . https://t.co/ElryMa9SqU",0,0,0
"# Salud | El # TDAH es un trastorno del neurodesarrollo que se caracteriza por la persistente falta de atención , hiperactividad e impulsividad 🏃 🏻‍ ♀ ️ 
 https://t.co/2R6CAiZ3j2",0,0,1
"¿ Por qué la Tierra no es plana ? 🌎 

 ¡ # RedescubreLaCiencia con la Física ! https://t.co/Mphx08kLhz",0,0,0
